"N","p1","delta","est","s.e.","q025","q900","q950","q975","index"
350,0.4,0.15,-0.751579276225482,0.230111030629805,-1.20116592495662,-0.458550129083704,-0.37916023527708,-0.306756549151609,8
450,0.4,0.15,-0.701240967636545,0.203492567199281,-1.09811826682571,-0.44615862813988,-0.371685034447592,-0.301981410244561,8
550,0.4,0.15,-0.720468449778284,0.183591064080614,-1.07882266999983,-0.488877564855256,-0.421820832505968,-0.350861339983685,8
650,0.4,0.15,-0.683312247669178,0.167426331015514,-1.01272067184561,-0.47368761009677,-0.406891371939964,-0.352276526082192,8
750,0.4,0.15,-0.649861372877068,0.162718650479701,-0.97090208088718,-0.440798530747213,-0.379771494247925,-0.330847672014649,8
350,0.4,0.075,-0.492171129088368,0.219990981076924,-0.925078226939295,-0.209512616796879,-0.142563102551529,-0.068701641337326,9
450,0.4,0.075,-0.48938895979023,0.205427243738492,-0.895424824874097,-0.229669534676945,-0.154410865210547,-0.0839402333395671,9
550,0.4,0.075,0.014251665173045,0.182738551717252,-0.347946397769162,0.248427678024064,0.312214778866896,0.370506256116959,9
650,0.4,0.075,-0.483428367823595,0.168988926238309,-0.809819384615766,-0.260268467374522,-0.203523697930832,-0.158546011080184,9
750,0.4,0.075,-0.552749176563466,0.148484155026401,-0.8386439174953,-0.365786456228288,-0.303762476369939,-0.254387167978377,9
350,0.4,0.1,-0.466302788645223,0.219036745086831,-0.892410977421448,-0.184996244124747,-0.10225762176843,-0.035188597400228,9
450,0.4,0.1,-0.53883574334159,0.198447062814538,-0.937823671322833,-0.287300858633133,-0.220148789553303,-0.155779468916376,9
550,0.4,0.1,-0.441945192482202,0.187545646573966,-0.820249965259546,-0.203468953924841,-0.136513893174962,-0.0723815685452372,9
650,0.4,0.1,-0.245159107718128,0.162531222955962,-0.552841924761097,-0.0419928573208174,0.0176102050379701,0.0760441762509066,9
750,0.4,0.1,-0.296043616495652,0.152326392098662,-0.592088869762848,-0.101867808799329,-0.0496002446332089,-0.0025632164307247,9
350,0.4,0.125,-0.423622800878805,0.241080852633771,-0.914505980122348,-0.114733533292047,-0.0436750212329561,0.0288701999198673,9
450,0.4,0.125,-0.277160194187297,0.201562328236183,-0.667698348512484,-0.021955047238941,0.0520610874473112,0.113099176977573,9
550,0.4,0.125,-0.483152695825678,0.177961420636333,-0.838676158405994,-0.259652915164266,-0.192495052942067,-0.127996554005648,9
650,0.4,0.125,-0.565563719769312,0.166961973768498,-0.892633004766489,-0.350571925353981,-0.290544721985756,-0.246884082728194,9
750,0.4,0.125,-0.529172694375815,0.159815650626746,-0.843876095325698,-0.320303560899559,-0.269673696996798,-0.215624226071002,9
350,0.4,0.15,-0.774981851762598,0.229840094520597,-1.21305081956579,-0.483153474351916,-0.392771316150853,-0.326916285094508,9
450,0.4,0.15,-0.516145562194375,0.209442122809509,-0.93905501231504,-0.256031904353093,-0.170946777073895,-0.107305689190573,9
550,0.4,0.15,-0.288195992764084,0.183437656437493,-0.664590695835346,-0.0554327664409435,0.00727112908171401,0.06523308508261,9
650,0.4,0.15,-0.962053036671521,0.177352008700011,-1.29597136162599,-0.737219932985889,-0.673943614439298,-0.613604615384498,9
750,0.4,0.15,-0.753651392205643,0.15736023800976,-1.06884755610496,-0.552007350256052,-0.496752463932899,-0.452480235478125,9
350,0.4,0.075,-0.508915147025005,0.228727765745341,-0.958670988832683,-0.214438845859319,-0.126770705563616,-0.065794095312084,10
450,0.4,0.075,-0.0492026354638977,0.198789346535765,-0.430207430518682,0.204911613830099,0.278151381104284,0.339494944621959,10
550,0.4,0.075,-0.39626245426257,0.181499546222862,-0.746864715656214,-0.164081114027323,-0.0944312308027467,-0.0354599157564815,10
650,0.4,0.075,-0.150979856789621,0.168021780120007,-0.47807082193932,0.0681734679913169,0.125600219328434,0.173420230076761,10
750,0.4,0.075,-0.402870536314479,0.150665092455808,-0.698742483278362,-0.208538135064253,-0.153818844404641,-0.109594418694724,10
350,0.4,0.1,-0.760526068042211,0.229481821011281,-1.19798872268973,-0.46005888351675,-0.374975555806801,-0.310860841816822,10
450,0.4,0.1,-0.458094378715765,0.193648607789675,-0.841798470833668,-0.211078728991874,-0.142855756066723,-0.0861200861309829,10
550,0.4,0.1,-0.523961486665181,0.174684607268701,-0.868760733426823,-0.294033255772827,-0.235351199510479,-0.184347807305575,10
650,0.4,0.1,-0.638709812370702,0.161042241252502,-0.959800174463266,-0.434677034190436,-0.379203655026604,-0.32677550489079,10
750,0.4,0.1,-0.32727782901391,0.164573635711844,-0.642402323196693,-0.115696787551094,-0.0563913521288693,-0.00472505345167813,10
350,0.4,0.125,-0.468509404144931,0.229702790222375,-0.929579593105058,-0.180013289737927,-0.0948678753771016,-0.0153197381134805,10
450,0.4,0.125,-0.724825085915369,0.201298201617281,-1.12207128928966,-0.468860429820111,-0.392312564134698,-0.334630120391337,10
550,0.4,0.125,-0.584628798025429,0.182187465269092,-0.94356070413802,-0.354966767116907,-0.288402940464876,-0.223362462850411,10
650,0.4,0.125,-0.487066848763041,0.165436899886972,-0.809566140461982,-0.277089229733327,-0.215705591736243,-0.161215388048732,10
750,0.4,0.125,-0.43323409338054,0.15703255935294,-0.740361824270545,-0.23349838492185,-0.172572664559165,-0.122957990946602,10
350,0.4,0.15,-1.04236906530958,0.23692314487279,-1.52060176267107,-0.739360593128919,-0.65835924103951,-0.5778112397379,10
450,0.4,0.15,-0.675728960515958,0.211497302393468,-1.07942125704317,-0.405776714245707,-0.324724809193848,-0.26276679628516,10
550,0.4,0.15,-0.744525175154463,0.185595749770686,-1.1004011069183,-0.503207773033613,-0.439314416203343,-0.385340388135182,10
650,0.4,0.15,-0.640934437134559,0.165868811950114,-0.958693493817026,-0.429323017707106,-0.368984292210823,-0.313473771913387,10
750,0.4,0.15,-0.63726952874749,0.157393136467517,-0.947981106356022,-0.43182528375004,-0.375479776528228,-0.324891820432034,10
350,0.4,0.075,-0.710779878072793,0.2253245833952,-1.15629777655634,-0.416015127492816,-0.344222080566414,-0.2792175403463,11
450,0.4,0.075,-0.123755047707523,0.192178526726135,-0.495971627960945,0.121224660994449,0.193986644414759,0.262517798008375,11
550,0.4,0.075,-0.261430757637011,0.177199738001549,-0.604395204321288,-0.0289293580430828,0.0412888338257571,0.0878185907179212,11
650,0.4,0.075,-0.150051366710034,0.162838855928971,-0.465898792419166,0.0543438539631772,0.115446118154449,0.174950553109347,11
750,0.4,0.075,-0.262285241707078,0.153033462565461,-0.558794258988205,-0.0644513179723148,-0.0106708420414491,0.0468266496238865,11
350,0.4,0.1,-0.0705003175996828,0.230852472841251,-0.520942771083075,0.2303809373942,0.31990557322308,0.39256582479417,11
450,0.4,0.1,0.0386804869450298,0.199519495417385,-0.363429233195806,0.291487930708111,0.364646691985565,0.424626223165268,11
550,0.4,0.1,-0.927015236415629,0.184154378562036,-1.2931806689003,-0.691133358132845,-0.633922308616343,-0.563275569592694,11
650,0.4,0.1,-0.267477485656671,0.165170669157538,-0.591606442909798,-0.0591287286142256,0.00603441927223039,0.0620733585246566,11
750,0.4,0.1,-0.404943873650026,0.154728138728387,-0.707492873878908,-0.205082947791062,-0.144058353229552,-0.0958512833186526,11
350,0.4,0.125,-0.380172323866786,0.232483302649615,-0.838131288620761,-0.0822414181694611,-0.00240194777021131,0.0729281449800417,11
